"id","price"
1,309967.41463343
2,845225.898244888
3,305931.920376206
4,531491.388749925
5,485412.428855739
6,469585.467271972
7,650696.976444858
8,295676.853360109
9,232715.269197057
10,640749.709808105
11,311697.187729529
12,275975.225625394
13,203584.178346471
14,299506.813080795
15,506812.910333918
16,681689.310783189
17,754655.417665831
18,438208.754727395
19,646754.943148945
20,323590.757510354
21,845642.712390955
22,190239.084397419
23,283935.733810713
24,420528.305119285
25,741740.924107232
26,284346.65583165
27,1127995.16299478
28,479704.306534351
29,201511.975306932
30,305833.94034277
31,201845.594833055
32,948019.462951075
33,618472.6647599
34,155569.063945874
35,213967.086479848
36,457528.279505652
37,176990.400781793
38,1166967.08673476
39,1627581.59704717
40,254104.972636033
41,666143.823542189
42,1027689.53470106
43,244487.361709898
44,357162.432775047
45,148241.332092154
46,1216747.02114309
47,824966.772942577
48,554866.51247293
49,388410.593097854
50,679626.339989333
51,343119.484545396
52,369247.701735728
53,1428847.37019138
54,1448764.58527716
55,544608.600210048
56,475044.136666493
57,162850.92585894
58,295719.863575713
59,936458.901908846
60,492279.647838721
61,1020658.9736364
62,661306.813819708
63,358387.093315696
64,538827.434740382
65,461330.618366193
66,212291.237918799
67,123909.991240402
68,932708.236492646
69,645922.946272024
70,475975.127648957
71,793827.395518468
72,933190.495222743
73,362842.90113604
74,512013.289005525
75,400537.794456964
76,913801.904865251
77,388521.163020689
78,664774.025175115
79,298970.664089391
80,1291396.30288867
81,645595.704703135
82,487072.693399758
83,248138.697969937
84,580091.088469767
85,485572.716233704
86,668649.120516433
87,526481.872557107
88,453466.09828843
89,1190115.29153521
90,1320362.96995064
91,778194.456914994
92,267451.550668609
93,111620.918840401
94,311042.346773441
95,236145.443672225
96,441895.077791006
97,256213.270524329
98,426283.942003873
99,282825.57200222
100,284823.094222869
101,1088286.40914978
102,443675.235952859
103,359567.37198365
104,731391.640202336
105,512238.63284044
106,986923.632165938
107,188025.902815992
108,291971.561365717
109,1458513.55405901
110,261663.258506855
111,1773190.05978247
112,191594.460469334
113,275044.30599232
114,328676.147812228
115,2696463.88365951
116,378145.122711129
117,1502815.22271044
118,132419.110292057
119,402530.218186353
120,655152.625502985
121,252180.027357945
122,240619.099126965
123,255992.231430554
124,813791.743417947
125,263061.635995655
126,382893.641245608
127,821368.673288445
128,1104282.25038615
129,432216.504574541
130,605243.250615525
131,506327.076970629
132,589367.574362744
133,356142.37609955
134,298270.190184383
135,698285.821248296
136,433390.343080542
137,1073042.85679
138,245060.068809051
139,472612.538941972
140,271591.8657449
141,527986.094107543
142,940501.088286529
143,474516.840396058
144,360293.069491443
145,716201.150275868
146,701697.030714362
147,218958.161603267
148,324566.160217987
149,581846.822965898
150,244968.912742114
151,227542.991755134
152,310739.895616334
153,257324.034216118
154,1175133.34407904
155,542277.24180052
156,386687.758243237
157,531391.236904903
158,484093.591603131
159,609792.702844685
160,871911.173203077
161,1306146.01517802
162,798574.642708455
163,346713.779086902
164,1148219.33003607
165,422939.198828845
166,551128.253397803
167,279278.112461168
168,479139.379445761
169,245502.009211377
170,188632.493087768
171,434022.960717113
172,674562.964442348
173,315483.148985657
174,320659.724034687
175,334039.850761231
176,276388.694525793
177,400250.451389068
178,287611.031241085
179,433137.890659357
180,170396.504212648
181,578040.870846175
182,240656.980674443
183,1003914.06688104
184,794322.141410971
185,861526.528966999
186,1225559.77126173
187,290338.934751932
188,475441.126336487
189,222146.228727347
190,461092.56174192
191,182152.217166644
192,565760.93219682
193,252899.17914266
194,292519.567302746
195,273550.328746276
196,380455.670709384
197,193521.01766867
198,248000.539749007
199,432368.189264658
200,182373.813220168
201,370666.694653375
202,224883.210502208
203,143775.262994104
204,254389.348523961
205,575214.400008311
206,285868.770503753
207,348155.262287488
