"id","price"
1,316313.549785919
2,893161.871091756
3,223947.269176303
4,531257.51650126
5,509543.758985987
6,601678.383127125
7,690260.437764747
8,329409.753275117
9,199755.781245275
10,626668.802140066
11,358062.62846251
12,286965.589573993
13,213740.111301719
14,278548.229684841
15,619702.653022898
16,607602.408891389
17,787152.336721321
18,485315.370049085
19,644200.964901833
20,424692.450152465
21,809069.21422094
22,210397.763803332
23,250439.482940064
24,291600.773795154
25,720461.796941822
26,276298.882158495
27,1235003.78180159
28,423363.960161441
29,229066.169174361
30,329055.364445774
31,219532.78884905
32,849881.971762354
33,635648.318179233
34,207348.897137172
35,243472.395489112
36,445795.46738663
37,139916.435217283
38,1182116.52083694
39,1837064.38906801
40,211032.076649337
41,709675.556170936
42,653698.284512096
43,167705.614618342
44,281110.977852877
45,242650.893066945
46,1555622.50382846
47,874352.864652757
48,585464.363139325
49,380422.886258403
50,758099.352181354
51,387489.100698466
52,296069.799770785
53,1095548.34349072
54,1095548.34349072
55,566097.317023428
56,438020.866742413
57,171328.512569441
58,275701.081445807
59,803604.947343224
60,561273.673840038
61,943681.676364268
62,613199.36628172
63,331191.349409647
64,551279.797683964
65,483540.432152567
66,230128.424017879
67,226845.965808408
68,846321.039689536
69,579830.487569861
70,445279.546367667
71,787514.237468334
72,929265.41305955
73,328266.334185711
74,400991.473209479
75,441276.490706484
76,840251.426333881
77,468596.229583916
78,676553.102222594
79,356883.222085541
80,1362405.58784149
81,611919.34069944
82,505017.268856207
83,285944.880154801
84,585706.280381673
85,647923.365938334
86,673402.979454293
87,507913.532401653
88,419563.756136945
89,1226872.04946432
90,1004154.31180224
91,823017.053948737
92,377939.322469898
93,164782.256887884
94,237459.089608071
95,306835.328905767
96,430675.37815868
97,323941.988734809
98,390054.083751669
99,277234.503371606
100,350196.918238542
101,1399068.61403619
102,466773.035416684
103,309873.481427224
104,714448.482107515
105,492736.619378558
106,896107.749032489
107,221210.797800322
108,343476.492667031
109,2067005.06483215
110,299146.259892919
111,1782312.37682756
112,279273.590052415
113,280977.964403875
114,384381.103733211
115,3012531.21136659
116,339575.270830834
117,1514562.28727859
118,174569.645950777
119,372482.757489897
120,575271.579655323
121,272811.389395009
122,280183.324705929
123,258322.366477678
124,794325.422073006
125,337187.969549365
126,430609.958668676
127,669382.88462929
128,1044489.7435664
129,437434.737314045
130,701909.436834918
131,457208.940968745
132,497135.978072259
133,363136.957329175
134,241488.98466503
135,646906.073982092
136,428897.937918311
137,1102668.24869153
138,258174.965356717
139,398631.75347272
140,289032.820731332
141,518184.60676172
142,792719.782215684
143,440710.837822896
144,396945.171091113
145,771511.095543476
146,758822.805139607
147,182492.28721481
148,356674.798068405
149,539452.761544157
150,284879.022687111
151,239413.851814753
152,316850.961962337
153,247265.733559024
154,948749.201339901
155,573607.230147537
156,417151.021816628
157,476280.108783762
158,433204.200178547
159,619032.860978088
160,960698.120364867
161,1544582.80949337
162,740058.841766568
163,380143.425495471
164,1025122.76458743
165,385599.704511866
166,546733.131444663
167,348257.742319879
168,358371.299991095
169,142090.247767419
170,269575.33309109
171,472511.084223695
172,762853.255141709
173,342176.116411257
174,357536.151647203
175,362159.536740076
176,281022.431888621
177,398329.931564101
178,304381.954308337
179,440085.141402029
180,219741.833932707
181,500330.102177846
182,283942.173199619
183,963296.612233534
184,655179.871332564
185,798989.956857788
186,1670809.54214785
187,330919.922667462
188,491038.657541984
189,195621.285679248
190,458164.255408576
191,184539.345161533
192,520940.713701532
193,292157.715318807
194,293268.515993462
195,234742.762213055
196,339726.845272735
197,210998.791895201
198,357886.528100049
199,381151.931832885
200,181277.961735738
201,446478.460395188
202,216652.560092904
203,217624.155080669
204,250730.511134952
205,638354.512010873
206,336899.098735073
207,369517.019211106
208,240246.021953923
209,521709.425367203
210,224432.031004677
211,209796.640373968
212,457347.291232114
213,547321.16740456
214,502584.537520456
215,750817.690658145
216,253314.204585803
217,617987.828463196
218,384010.305143319
219,389319.662748882
220,393864.530724605
221,231388.544565731
222,463019.034258596
223,253690.978184741
224,176502.904665671
225,276664.560353226
226,144893.250066153
227,950622.202007164
228,517594.358706965
229,496032.432782942
230,717210.631172194
231,381630.420071965
232,311669.708380514
233,350760.317280316
234,496921.647958697
235,390146.542793526
236,470895.370004621
237,477547.939484426
238,584802.911118158
239,393864.225727
240,705929.576787207
241,366289.81904217
