"id","price"
1,333391.801660873
2,824495.31240175
3,277043.72663429
4,535991.83099535
5,527263.055015672
6,468779.002404309
7,621415.959158613
8,290004.210496977
9,240441.291938815
10,609956.469597791
11,315843.19638881
12,280931.399278295
13,211120.209850077
14,280611.511522743
15,533153.834520887
16,664110.702748715
17,756780.746995268
18,460115.745251231
19,663572.300607842
20,347404.238142954
21,837980.069805315
22,206636.442747751
23,297268.812085779
24,431712.7360367
25,766674.812902388
26,301106.982493714
27,1095442.7720672
28,509618.138883157
29,206014.918286806
30,309314.089255994
31,231154.64014266
32,947570.21812164
33,617175.738668345
34,165510.345853652
35,228717.046199156
36,479019.845903585
37,184019.585471315
38,1126714.9157674
39,1293119.9158542
40,242499.413652496
41,680937.83337694
42,754120.882625904
43,233195.202486243
44,330508.115649173
45,176065.541149243
46,1183521.26008918
47,843614.191312516
48,546764.623198984
49,412938.528839489
50,676766.398620976
51,355020.712210939
52,367563.551626399
53,1284680.8080209
54,1303066.09219018
55,537284.276957829
56,498143.256610718
57,170660.16223332
58,304036.80724079
59,909309.962335007
60,506793.810892625
61,1016855.22059778
62,657722.411858426
63,359718.819929708
64,522504.794879055
65,472884.584917446
66,220227.820380028
67,121234.475381398
68,935953.103608377
69,651768.475254255
70,494940.202242553
71,790159.031122774
72,911581.4152898
73,354101.615771004
74,492500.934837446
75,405439.9701416
76,892160.560402606
77,408760.167307872
78,666218.214620463
79,326721.550356826
80,1187145.55772677
81,616028.396157402
82,507222.330236882
83,254316.917464182
84,608319.771704272
85,488875.98170873
86,638112.602514218
87,507432.51500701
88,467611.618661987
89,1104751.78074309
90,1184999.533421
91,760602.290805148
92,285684.519454592
93,135262.622349976
94,326753.30188942
95,248318.120222335
96,428068.709511284
97,279415.310037657
98,396746.417574267
99,270568.157547145
100,300681.321205362
101,1056646.62964267
102,455225.856628876
103,342742.725762594
104,745469.007760294
105,514851.564119195
106,960508.658313029
107,189911.357524818
108,310562.832354033
109,1331506.91280773
110,252319.62343504
111,1529287.76790032
112,209080.10516282
113,278935.020180094
114,344691.949945992
115,1941560.64974675
116,370778.088839595
117,1399463.60936076
118,149307.057631795
119,416205.774965416
120,680204.559212584
121,255483.79897896
122,249677.497123268
123,254229.189327018
124,768394.642461778
125,262216.878437745
126,397012.757223312
127,801004.102048757
128,1083307.71318994
129,451069.86606335
130,586962.384455
131,512929.289074768
132,594112.461647502
133,378069.311878065
134,301073.281397442
135,669213.489786214
136,479608.987702172
137,1025583.46959219
138,267527.114559263
139,471810.444858472
140,300352.714806931
141,537346.195525584
142,897069.276930751
143,473748.006279104
144,362892.183711054
145,743607.403222629
146,710237.42793592
147,211287.280030423
148,346085.842816673
149,564267.22728539
150,256841.67338495
151,247171.284384857
152,327666.353407518
153,277478.942765525
154,1069401.53828982
155,526838.337908245
156,401576.207662124
157,554461.729476191
158,471541.59198993
159,601753.217602678
160,850105.323304903
161,1216622.37590031
162,826839.911086094
163,375859.94553521
164,1062230.50450003
165,448524.126768554
166,542817.237302523
167,308433.294001496
168,490660.520755254
169,229724.852723464
170,193631.034523851
171,440970.79909925
172,689313.006301955
173,314826.970703485
174,328505.829839841
175,354346.452851713
176,289637.820001116
177,426040.564848259
178,290694.096961569
179,422896.159449627
180,185772.160073018
181,593523.412139669
182,251282.678446718
183,894364.927056689
184,759839.671608465
185,822592.877626907
186,1132162.75052657
187,304947.033472142
188,497473.719072386
189,238010.844991735
190,473780.612683874
191,184165.791509453
192,555599.278010096
193,257768.209282105
194,294409.996000602
195,254437.536992154
196,405024.957210868
197,201541.03988109
198,242116.583653063
199,425129.371458138
200,194724.124547419
201,387285.304321577
202,221764.583817045
203,176225.456905934
204,253480.760671684
205,581591.179128804
206,300535.048657371
207,334894.080567726
208,214152.884221626
209,539378.430974282
210,249047.243982998
211,154890.880294484
212,572215.326898895
213,516106.515274278
214,597531.503334518
215,835128.301619777
216,309857.745088676
217,739392.352485377
218,265150.613443318
219,315227.304237863
220,379812.434977937
221,257710.185295972
222,594388.556847523
223,255271.653263695
224,168232.617883833
225,342229.787154273
226,136854.563091013
227,932493.875770418
228,581424.690326788
229,487919.362519576
230,746378.260173315
231,333394.333380708
232,329204.557946807
233,382378.014617334
234,479248.106510049
235,167503.084326047
236,457818.815085541
237,503925.642166126
238,482231.679450537
239,433846.626679589
240,902016.509043182
241,356771.2905142
242,444761.973048282
243,563041.591850427
244,383005.424746914
245,775120.332962669
246,624453.424642479
247,316549.395316631
248,249786.63338402
249,437086.597908997
250,864564.767776226
251,593816.981137075
252,438158.176556241
253,417757.085275656
254,338017.647168439
255,227688.763664934
256,378714.341797207
257,234657.594551953
258,531830.66798384
259,446748.976047992
260,375747.918857288
261,1019349.40328936
262,580252.898833394
263,304854.018430884
264,566942.41747338
265,657540.510131745
266,487597.151624616
267,531909.736247809
268,603867.530867145
269,413526.254493568
270,491647.308300533
271,758418.958030274
272,358351.060941734
273,162761.340974593
274,944217.484686602
275,664181.780075454
276,492935.877339088
277,442069.595537607
278,254942.571044293
279,632031.487258038
280,346359.264792109
281,930088.694636592
282,288091.567740477
283,707533.935524288
284,297355.055354672
285,632676.107831265
286,604565.399525013
287,567610.236612527
288,1285417.46717456
289,280048.774215178
290,622864.726025386
291,278833.69077829
292,337929.855413451
293,460283.763492777
294,1028765.03884925
295,676046.922855942
296,356240.544516462
297,755235.579310375
298,185670.44858787
299,618106.971340826
300,984964.42030463
301,307276.455417372
302,386088.728823587
303,780224.151351032
304,783502.601400278
305,468291.497898038
306,1195346.98437657
307,457327.032339743
308,367767.067591484
309,464390.467756926
310,554919.779259474
311,444072.958228119
312,724820.456947951
313,160045.186502614
314,566978.123644843
315,861285.821232386
316,1284313.83456934
317,491201.10505621
318,261204.602586017
319,1086597.22178542
320,459328.322725483
321,717093.866440291
322,518099.588775507
323,297590.001778927
324,270737.440085748
325,570191.718879856
326,313936.389037178
327,544322.855353306
328,495406.906864499
329,293027.046570228
330,998875.95957413
331,446856.285064025
332,497473.72660976
333,1099161.05355244
334,378094.631584765
335,418516.925300383
336,233234.241983138
337,772912.165055007
338,593040.777982635
339,363847.050944933
340,589916.979354319
341,228766.115552342
342,368342.826182536
343,305391.101941842
344,266699.964868344
345,299503.461808365
346,312156.601946097
347,227514.477701779
348,338330.300205252
349,474025.918587944
350,472785.944604527
351,326048.216165491
352,397893.890595314
353,333731.382927336
354,562634.383513657
355,362132.954607875
356,496429.206900345
357,442466.540929061
358,306643.493610208
359,312143.490727958
360,329801.462890575
361,508201.185535849
362,993357.636191312
363,1394064.35923589
364,385259.436707063
365,136373.049592189
366,759436.92431964
367,357522.782145112
368,359539.364738187
369,664853.680685311
370,524370.302166586
371,299634.106066551
372,414614.943738532
373,534791.858773277
374,646702.205994441
375,450471.924032073
376,1402663.76486015
377,169199.12623867
378,633110.798695201
379,532333.895959046
380,490486.051867818
381,588894.657841995
382,792513.107380802
383,313706.538426669
384,330295.559200095
385,473911.494354507
386,530489.05913826
387,652531.749575162
388,923022.789286972
389,293171.584495397
390,801987.8495484
391,1186081.55828547
392,644401.315344504
393,738269.035278646
394,1027539.2337619
395,575020.563331246
396,357244.012727845
397,168654.02754482
398,452864.184417462
399,830382.907414034
400,429017.938257108
401,895232.78439334
402,153542.864521857
403,604158.864034071
404,147620.550350401
405,228171.851163626
406,844105.772323635
407,176902.625761795
408,846058.427697292
409,601750.083867552
410,358834.221055638
411,355600.637757865
412,635104.641201366
413,327470.697750119
414,171857.535433792
415,1079691.64252001
416,400751.890483135
417,320076.538581191
418,246940.886827431
419,308610.289387214
420,135977.762647252
421,472870.831236467
422,971187.042105221
423,268748.371353816
424,940193.84076511
425,724063.750498311
426,480195.860272979
427,993381.363663943
428,1229043.54994798
429,1015641.90570973
430,645141.914958694
431,853520.950971101
432,353427.136968807
433,669927.759635515
434,589246.862904262
435,255072.366118072
436,687395.622961362
437,420255.484085178
438,967259.973962608
439,518433.53882863
440,193800.414448766
441,550336.313296507
442,259782.064035408
443,761199.29983338
444,1202804.31468661
445,229999.862692589
446,358147.909093421
447,282747.261704508
448,405565.540320558
449,284115.313667803
450,669707.002814883
451,858895.439436707
452,258789.467776375
453,474661.343351208
454,473021.509674091
455,546793.334064538
456,497177.528498243
457,197194.821187125
458,649262.475803828
459,836170.464030236
